cell_id,slot_id,throughput_slot,loss_event
2,99,3127.2560000000003,0
2,100,579127.256,0
2,101,2088.1440000000002,0
2,102,3387.898,1
2,103,520.42,1
2,104,47.232,1
2,105,87.552,0
2,106,16.992,0
2,107,94.304,0
2,108,1879.9180000000001,0
2,109,280.80199999999996,0
2,110,1578.9560000000001,0
2,111,3148.76,0
2,112,2869.206,0
2,113,1555.212,0
2,114,2906.069,0
2,115,2618.069,0
2,116,3385.306,0
2,117,3385.306,0
2,118,1055.944,0
2,119,2071.312,0
2,120,1320.906,0
2,121,1297.162,0
2,122,3191.7650000000003,0
2,123,6509.107,0
2,124,10.367999999999999,0
2,125,578095.056,1
2,126,1032.2,1
2,127,30.656,1
2,128,1062.856,1
2,129,1297.162,1
2,130,1062.856,1
2,131,1039.112,1
2,132,2113.9480000000003,1
2,133,3385.306,1
2,134,3145.688,1
2,135,1297.162,1
2,136,804.806,1
2,137,3385.306,1
2,138,1032.2,1
2,139,1585.868,1
2,140,27.2,1
2,141,34.112,1
2,142,30.656,1
2,143,30.656,1
2,144,6.912,1
2,145,30.656,1
2,146,0.0,1
2,147,39.672,1
2,148,87.552,1
2,149,182.273,1
2,150,6.912,0
2,151,30.656,1
2,152,30.656,1
2,153,30.656,1
2,154,30.656,1
2,155,6.912,1
2,156,6.912,1
2,157,23.744,1
2,158,30.656,0
2,159,30.656,0
2,160,30.656,0
2,161,4.536,0
2,162,30.656,0
2,163,0.0,0
2,164,30.656,1
2,165,30.656,1
2,166,37.568,1
2,167,30.656,0
2,168,6.912,0
2,169,6.912,0
2,170,54.4,0
2,171,0.0,0
2,172,6.912,0
2,173,30.656,0
2,174,61.312,0
2,175,30.656,0
2,176,6.912,0
2,177,6.912,0
2,178,30.656,0
2,179,30.656,0
2,180,30.656,0
2,181,27.2,0
2,182,3.456,0
2,183,6.912,0
2,184,30.656,0
2,185,30.656,0
2,186,30.656,0
2,187,29.792,0
2,188,0.864,0
2,189,6.912,0
2,190,109.152,0
2,191,192.353,0
2,192,6.912,0
2,193,6.912,0
2,194,23.744,0
2,195,37.568,1
2,196,23.744,1
2,197,30.656,1
2,198,6.912,0
2,199,61.312,0
2,200,30.656,0
2,201,6.912,0
2,202,27.2,0
2,203,10.367999999999999,0
2,204,30.656,0
2,205,30.656,0
2,206,30.656,0
2,207,0.0,0
2,208,27.2,0
2,209,10.367999999999999,0
2,210,30.656,0
2,211,6.912,0
2,212,30.656,0
2,213,23.744,0
2,214,6.912,0
2,215,30.656,0
2,216,37.568,0
2,217,30.656,0
2,218,29.792,0
2,219,0.864,0
2,220,37.568,0
2,221,23.744,0
2,222,6.912,0
2,223,30.656,0
2,224,37.568,0
2,225,30.656,0
2,226,30.656,1
2,227,23.744,1
2,228,30.656,1
2,229,6.912,0
2,230,47.232,0
2,231,87.552,0
2,232,16.992,0
2,233,94.304,0
2,234,70.976,0
2,235,6.912,0
2,236,30.656,0
2,237,30.656,0
2,238,30.656,0
2,239,6.912,0
2,240,30.656,0
2,241,37.568,0
2,242,30.656,0
2,243,30.656,0
2,244,23.744,0
2,245,6.912,0
2,246,30.656,0
2,247,6.912,0
2,248,30.656,0
2,249,30.656,0
2,250,37.568,0
2,251,30.656,0
2,252,0.0,0
2,253,30.656,0
2,254,30.656,0
2,255,6.912,0
2,256,30.656,0
2,257,6.912,1
2,258,23.744,1
2,259,30.656,1
2,260,30.656,0
2,261,6.912,0
2,262,30.656,0
2,263,30.656,0
2,264,0.0,0
2,265,37.568,0
2,266,27.2,0
2,267,34.112,0
2,268,30.656,0
2,269,30.656,0
2,270,6.912,0
2,271,30.656,0
2,272,0.0,0
2,273,39.672,0
2,274,87.552,0
2,275,182.273,0
2,276,6.912,0
2,277,30.656,0
2,278,30.656,0
2,279,30.656,0
2,280,30.656,0
2,281,6.912,0
2,282,6.912,0
2,283,23.744,0
2,284,30.656,0
2,285,30.656,0
2,286,6.912,0
2,287,28.28,0
2,288,6.912,1
2,289,23.744,1
2,290,30.656,1
2,291,30.656,0
2,292,37.568,0
2,293,30.656,0
2,294,6.912,0
2,295,6.912,0
2,296,54.4,0
2,297,0.0,0
2,298,6.912,0
2,299,30.656,0
2,300,61.312,0
2,301,30.656,0
2,302,6.912,0
2,303,6.912,0
2,304,30.656,0
2,305,30.656,0
2,306,30.656,0
2,307,27.2,0
2,308,2.592,0
2,309,7.776,0
2,310,30.656,0
2,311,30.656,0
2,312,30.656,0
2,313,27.2,0
2,314,3.456,0
2,315,6.912,0
2,316,99.072,0
2,317,202.433,0
2,318,6.912,0
2,319,6.912,1
2,320,23.744,1
2,321,37.568,1
2,322,23.744,0
2,323,30.656,0
2,324,6.912,0
2,325,37.568,0
2,326,30.656,0
2,327,30.656,0
2,328,27.2,0
2,329,10.368,0
2,330,30.656,0
2,331,30.656,0
2,332,30.656,0
2,333,0.0,0
2,334,27.2,0
2,335,10.368,0
2,336,30.656,0
2,337,0.0,0
2,338,30.656,0
2,339,30.656,0
2,340,6.912,0
2,341,30.656,0
2,342,37.568,0
2,343,30.656,0
2,344,29.792,0
2,345,0.864,0
2,346,30.656,0
2,347,30.656,0
2,348,6.912,0
2,349,30.656,0
2,350,37.568,1
2,351,30.656,1
2,352,30.656,1
2,353,23.744,0
2,354,30.656,0
2,355,6.912,0
2,356,47.232,0
2,357,87.552,0
2,358,16.992,0
2,359,94.304,0
2,360,70.976,0
2,361,6.912,0
2,362,30.656,0
2,363,30.656,0
2,364,30.656,0
2,365,6.912,0
2,366,29.792,0
2,367,7.776,0
2,368,61.312,0
2,369,30.656,0
2,370,23.744,0
2,371,6.912,0
2,372,30.656,0
2,373,6.912,0
2,374,30.656,0
2,375,30.656,0
2,376,30.656,0
2,377,30.656,0
2,378,6.912,0
2,379,30.656,0
2,380,30.656,0
2,381,6.912,1
2,382,30.656,1
2,383,6.912,1
2,384,23.744,0
2,385,30.656,0
2,386,30.656,0
2,387,6.912,0
2,388,30.656,0
2,389,30.656,0
2,390,0.0,0
2,391,30.656,0
2,392,34.112,0
2,393,34.112,0
2,394,30.656,0
2,395,30.656,0
2,396,6.912,0
2,397,30.656,0
2,398,0.0,0
2,399,39.672,0
2,400,87.552,0
2,401,182.273,0
2,402,6.912,0
2,403,6.912,0
2,404,30.656,0
2,405,30.656,0
2,406,30.656,0
2,407,30.656,0
2,408,6.912,0
2,409,0.0,0
2,410,30.656,0
2,411,30.656,0
2,412,30.656,1
2,413,28.28,1
2,414,6.912,1
2,415,23.744,0
2,416,30.656,0
2,417,30.656,0
2,418,37.568,0
2,419,30.656,0
2,420,6.912,0
2,421,0.0,0
2,422,37.568,0
2,423,23.744,0
2,424,6.912,0
2,425,30.656,0
2,426,61.312,0
2,427,30.656,0
2,428,6.912,0
2,429,6.912,0
2,430,30.656,0
2,431,30.656,0
2,432,30.656,0
2,433,27.2,0
2,434,0.0,0
2,435,10.367999999999999,0
2,436,30.656,0
2,437,30.656,0
2,438,30.656,0
2,439,27.2,0
2,440,3.456,0
2,441,6.912,0
2,442,88.992,0
2,443,188.769,1
2,444,30.656,1
2,445,6.912,1
2,446,23.744,0
2,447,37.568,0
2,448,23.744,0
2,449,6.912,0
2,450,30.656,0
2,451,37.568,0
2,452,30.656,0
2,453,30.656,0
2,454,26.336,0
2,455,4.32,0
2,456,30.656,0
2,457,30.656,0
2,458,30.656,0
2,459,6.912,0
2,460,26.336,0
2,461,4.32,0
2,462,30.656,0
2,463,6.912,0
2,464,30.656,0
2,465,30.656,0
2,466,3.456,0
2,467,10.367999999999999,0
2,468,61.312,0
2,469,30.656,0
2,470,27.2,0
2,471,3.456,0
2,472,30.656,0
2,473,30.656,0
2,474,6.912,1
2,475,30.656,1
2,476,37.568,1
2,477,30.656,0
2,478,30.656,0
2,479,23.744,0
2,480,30.656,0
2,481,6.912,0
2,482,37.152,0
2,483,87.55199999999999,0
2,484,27.072,0
2,485,84.224,0
2,486,81.056,0
2,487,6.912,0
2,488,30.656,0
2,489,30.656,0
2,490,30.656,0
2,491,0.0,0
2,492,34.112,0
2,493,10.367999999999999,0
2,494,54.4,0
2,495,30.656,0
2,496,30.656,0
2,497,6.912,0
2,498,30.656,0
2,499,0.0,0
2,500,30.656,0
2,501,30.656,0
2,502,37.568,0
2,503,30.656,0
2,504,6.912,0
2,505,30.656,1
2,506,30.656,1
2,507,6.912,1
2,508,30.656,0
2,509,6.912,0
2,510,23.744,0
2,511,30.656,0
2,512,30.656,0
2,513,6.912,0
2,514,30.656,0
2,515,30.656,0
2,516,0.0,0
2,517,30.656,0
2,518,33.248,0
2,519,34.976,0
2,520,30.656,0
2,521,30.656,0
2,522,6.912,0
2,523,30.656,0
2,524,0.0,0
2,525,37.152,0
2,526,79.992,0
2,527,192.353,0
2,528,6.912,0
2,529,6.912,0
2,530,30.656,0
2,531,30.656,0
2,532,30.656,0
2,533,30.656,0
2,534,6.912,0
2,535,0.0,0
2,536,30.656,1
2,537,30.656,1
2,538,30.656,1
2,539,27.416,0
2,540,7.776,0
2,541,23.744,0
2,542,30.656,0
2,543,30.656,0
2,544,37.568,0
2,545,30.656,0
2,546,6.912,0
2,547,0.0,0
2,548,37.568,0
2,549,23.744,0
2,550,6.912,0
2,551,30.656,0
2,552,61.312,0
2,553,30.656,0
2,554,6.912,1
2,555,6.912,1
2,556,30.656,1
2,557,30.656,1
2,558,30.656,1
2,559,27.2,1
2,560,0.0,1
2,561,10.367999999999999,1
2,562,30.656,1
2,563,30.656,1
2,564,30.656,1
2,565,27.2,1
2,566,3.456,1
2,567,6.912,1
2,568,78.912,1
2,569,198.84900000000002,1
2,570,30.656,1
2,571,6.912,1
2,572,23.744,1
2,573,37.568,1
2,574,23.744,1
2,575,6.912,1
2,576,30.656,1
2,577,37.568,1
2,578,30.656,1
2,579,30.656,1
2,580,23.744,1
2,581,6.912,1
2,582,30.656,1
2,583,30.656,1
2,584,30.656,0
2,585,6.912,1
2,586,23.744,1
2,587,6.912,1
2,588,30.656,1
2,589,6.912,1
2,590,30.656,1
2,591,30.656,1
2,592,3.456,1
2,593,10.367999999999999,1
2,594,61.312,1
2,595,30.656,1
2,596,27.2,1
2,597,3.456,1
2,598,30.656,1
2,599,30.656,1
2,600,6.912,1
2,601,30.656,1
2,602,27.2,1
2,603,41.024,1
2,604,30.656,1
2,605,23.744,0
2,606,30.656,0
2,607,6.912,0
2,608,27.072,0
2,609,87.552,0
2,610,37.152,0
2,611,74.144,0
2,612,91.136,0
2,613,6.912,0
2,614,30.656,0
2,615,30.656,0
2,616,30.656,0
2,617,0.0,0
2,618,34.112,0
2,619,10.367999999999999,0
2,620,54.4,1
2,621,30.656,1
2,622,30.656,1
2,623,6.048,1
2,624,31.52,1
2,625,0.0,1
2,626,30.656,1
2,627,30.656,1
2,628,37.568,1
2,629,30.656,1
2,630,6.912,1
2,631,30.656,1
2,632,30.656,1
2,633,6.912,1
2,634,30.656,1
2,635,6.912,1
2,636,23.744,1
2,637,30.656,1
2,638,30.656,1
2,639,6.912,1
2,640,6.912,1
2,641,30.656,1
2,642,23.744,1
2,643,30.656,1
2,644,30.656,1
2,645,37.568,1
2,646,30.656,0
2,647,30.656,1
2,648,6.912,1
2,649,30.656,1
2,650,0.0,1
2,651,27.072,1
2,652,79.992,1
2,653,202.433,1
2,654,6.912,1
2,655,6.912,1
2,656,30.656,1
2,657,30.656,1
2,658,30.656,1
2,659,29.792,1
2,660,7.776,1
2,661,0.0,1
2,662,30.656,1
2,663,30.656,1
2,664,30.656,1
2,665,27.2,1
2,666,7.992,1
2,667,23.744,1
2,668,30.656,1
2,669,30.656,1
2,670,37.568,1
2,671,30.656,1
2,672,6.912,1
2,673,0.0,1
2,674,37.568,1
2,675,668.869,1
2,676,523.0120000000001,1
2,677,30.656,0
2,678,3392.219,1
2,679,1707.981,1
2,680,289062.856,1
2,681,6.912,1
2,682,1062.856,0
2,683,1707.981,0
2,684,1707.981,0
2,685,1704.525,0
2,686,0.0,0
2,687,139.393,0
2,688,1062.856,0
2,689,1588.172,0
2,690,1572.044,0
2,691,1592.3000000000002,1
2,692,262.37,1
2,693,6.912,1
2,694,78.912,0
2,695,198.84900000000002,1
2,696,1191.017,1
2,697,7.776,1
2,698,281.794,1
2,699,1707.981,1
2,700,2095.056,1
2,701,781.062,1
2,702,1352.296,1
2,703,1328.6830000000002,1
2,704,1707.981,1
2,705,289578.956,1
2,706,1055.944,1
2,707,523.0120000000001,1
2,708,675.7810000000001,0
2,709,1707.981,1
2,710,1707.981,1
2,711,393.987,1
2,712,1197.871,1
2,713,523.0120000000001,1
2,714,675.7810000000001,1
2,715,1039.112,1
2,716,30.656,1
2,717,546.7560000000001,1
2,718,519.556,1
2,719,139.393,1
2,720,1449.931,1
2,721,3028.888,1
2,722,1704.525,1
2,723,132.481,1
2,724,6.912,1
2,725,2376.85,1
2,726,393.987,1
2,727,1611.21,1
2,728,1704.525,1
2,729,1066.3120000000001,0
2,730,1707.981,1
2,731,288933.83099999995,1
2,732,1707.981,1
2,733,910.087,1
2,734,16.992,1
2,735,87.55199999999999,1
2,736,47.232,1
2,737,64.06400000000001,1
2,738,359.266,1
2,739,790.278,0
2,740,159.681,1
2,741,1589.708,1
2,742,1594.412,1
2,743,61.824,1
2,744,154.304,1
2,745,13.824,0
2,746,54.4,0
2,747,30.656,0
2,748,30.656,0
2,749,3.456,0
2,750,34.111999999999995,0
2,751,0.0,0
2,752,30.656,0
2,753,30.656,1
2,754,37.568,1
2,755,30.656,1
2,756,6.912,1
2,757,6.912,1
2,758,30.656,1
2,759,30.656,1
2,760,6.912,1
2,761,30.656,1
2,762,0.0,1
2,763,30.656,1
2,764,30.656,1
2,765,1191.881,1
2,766,6.912,1
2,767,1578.9560000000001,1
2,768,668.869,1
2,769,1339.338,1
2,770,2095.056,0
2,771,811.7180000000001,1
2,772,1707.981,1
2,773,1426.1870000000001,1
2,774,926.9190000000001,1
2,775,1972.943,1
2,776,0.0,1
2,777,16.992,1
2,778,79.992,1
2,779,341.538,1
2,780,1039.112,1
2,781,6.912,1
2,782,1320.906,1
2,783,1707.981,1
2,784,1707.981,1
2,785,1575.5,1
2,786,10.367999999999999,1
2,787,0.0,1
2,788,1320.906,1
2,789,1588.172,1
2,790,1578.9560000000001,1
2,791,1704.525,1
2,792,7.992,1
2,793,539.844,1
2,794,1168.1370000000002,1
2,795,1879.182,1
2,796,2618.0690000000004,1
2,797,6.912,1
2,798,1449.931,1
2,799,258.05,1
2,800,37.568,1
2,801,668.869,0
2,802,523.0120000000001,1
2,803,6.912,1
2,804,3286.938,1
2,805,1707.981,0
2,806,289191.881,0
2,807,0.0,0
2,808,933.831,0
2,809,1707.981,0
2,810,1707.981,0
2,811,1710.573,0
2,812,129.889,0
2,813,132.481,0
2,814,933.831,0
2,815,1588.172,1
2,816,1578.9560000000001,1
2,817,1589.708,1
2,818,393.987,0
2,819,6.912,0
2,820,78.912,0
2,821,188.769,0
2,822,1198.505,0
2,823,10.367999999999999,0
2,824,152.769,0
2,825,1707.981,0
2,826,2224.081,0
2,827,652.037,0
2,828,1478.729,0
2,829,1202.25,0
2,830,1707.981,0
2,831,289578.956,0
2,832,1055.944,0
2,833,652.037,0
2,834,546.7560000000001,0
2,835,1707.981,0
2,836,1707.981,0
2,837,523.0120000000001,0
2,838,1068.846,0
2,839,652.037,0
2,840,546.7560000000001,0
2,841,1168.1370000000002,0
2,842,30.656,0
2,843,417.731,0
2,844,518.692,0
2,845,269.28200000000004,0
2,846,1320.906,1
2,847,2651.9280000000003,1
2,848,490.214,1
2,849,4.32,0
2,850,6.912,0
2,851,54.4,0
2,852,0.0,0
2,853,30.656,0
2,854,33.248,0
2,855,34.976,0
2,856,30.656,0
2,857,30.656,0
2,858,30.656,0
2,859,6.912,0
2,860,6.912,0
2,861,87.552,0
2,862,57.312,0
2,863,53.984,0
2,864,111.29599999999999,0
2,865,6.912,0
2,866,30.656,0
2,867,3148.76,0
2,868,3385.306,0
2,869,1032.2,0
2,870,3164.119,0
2,871,1297.1619999999998,0
2,872,4448.163,0
2,873,3385.306,0
2,874,2353.106,0
2,875,2325.906,0
2,876,291.26599999999996,0
2,877,1028.616,1
2,878,3116.504,1
2,879,3184.373,1
2,880,4682.469,0
2,881,802.1179999999999,0
2,882,576321.2980000001,0
2,883,6.912,0
2,884,30.656,0
2,885,2345.042,0
2,886,6.912,0
2,887,2087.888,0
2,888,1028.616,0
2,889,3142.219,0
2,890,3134.872,0
2,891,2601.332,0
2,892,7.776,0
2,893,2859.35,0
2,894,1566.6680000000001,0
2,895,2603.092,0
2,896,3938.2690000000002,0
2,897,1585.868,0
2,898,3385.306,0
2,899,2845.462,0
2,900,1830.094,0
2,901,4166.368,0
2,902,0.0,0
2,903,6.912,0
2,904,79.992,0
2,905,222.593,0
2,906,2329.362,0
2,907,6.912,0
2,908,2345.042,1
2,909,3373.658,1
2,910,3373.658,1
2,911,1055.816,0
2,912,10.367999999999999,0
2,913,0.0,0
2,914,2345.042,0
2,915,3134.872,0
2,916,3373.658,0
2,917,3120.216,0
2,918,266.04200000000003,0
2,919,1052.3600000000001,0
2,920,2064.144,0
2,921,3703.067,0
2,922,5456.619000000001,0
2,923,6.912,0
2,924,2869.206,0
2,925,516.1,0
2,926,37.568,0
2,927,1313.9940000000001,0
2,928,1039.112,0
2,929,6.912,0
2,930,6233.009,0
2,931,3383.514,0
2,932,373879.148,0
2,933,0.864,0
2,934,30.656,0
2,935,30.656,0
2,936,30.656,0
2,937,30.656,0
2,938,3.456,0
2,939,3.456,1
2,940,30.656,1
2,941,30.656,1
2,942,30.656,0
2,943,30.656,0
2,944,6.912,0
2,945,6.912,0
2,946,78.912,0
2,947,178.68900000000002,0
2,948,1208.585,0
2,949,10.367999999999999,0
2,950,23.744,0
2,951,1707.981,0
2,952,2353.1059999999998,0
2,953,523.0120000000001,0
2,954,1607.7540000000001,0
2,955,10.367999999999999,0
2,956,2770.838,0
2,957,1707.981,0
2,958,288926.919,0
2,959,781.062,0
2,960,417.731,0
2,961,1707.981,0
2,962,1707.981,0
2,963,652.037,0
2,964,939.821,0
2,965,781.062,0
2,966,417.731,0
2,967,1297.162,0
2,968,30.656,0
2,969,288.706,0
2,970,516.1,1
2,971,400.899,1
2,972,1191.881,1
2,973,3021.976,0
2,974,1707.981,0
2,975,393.987,0
2,976,6.912,0
2,977,2118.8,0
2,978,387.07500000000005,0
2,979,1611.21,0
2,980,1707.981,0
2,981,1069.768,0
2,982,1707.981,0
2,983,288933.831,0
2,984,1707.981,0
2,985,1168.137,0
2,986,6.912,0
2,987,87.552,0
2,988,57.312,0
2,989,53.984,0
2,990,111.29599999999999,0
2,991,1048.328,0
2,992,6.912,0
2,993,1589.708,0
2,994,1707.981,0
2,995,539.844,0
2,996,1468.363,0
2,997,781.062,0
2,998,2125.713,0
2,999,1707.981,0
2,1000,1320.906,0
2,1001,1035.656,1
2,1002,163.137,1
2,1003,645.125,1
2,1004,1449.931,0
2,1005,1611.21,0
2,1006,2489.044,0
2,1007,288.706,0
2,1008,289297.16199999995,0
2,1009,6.912,0
2,1010,30.656,0
2,1011,1191.881,0
2,1012,6.912,0
2,1013,1062.856,0
2,1014,387.07500000000005,0
2,1015,342.599,0
2,1016,61.568,0
2,1017,27.2,0
2,1018,10.367999999999999,0
2,1019,30.656,0
2,1020,23.744,0
2,1021,30.656,0
2,1022,30.656,0
2,1023,37.568,0
2,1024,30.656,0
2,1025,6.912,0
2,1026,23.744,0
2,1027,36.704,0
2,1028,0.864,0
2,1029,6.912,0
2,1030,79.992,0
2,1031,198.849,0
2,1032,30.656,1
2,1033,6.912,1
2,1034,30.656,1
2,1035,30.656,0
2,1036,30.656,0
2,1037,27.2,0
2,1038,10.368,0
2,1039,0.0,0
2,1040,30.656,0
2,1041,30.656,0
2,1042,30.656,0
2,1043,26.336,0
2,1044,1.944,0
2,1045,30.656,0
2,1046,6.912,0
2,1047,54.4,0
2,1048,36.704,0
2,1049,7.776,0
2,1050,30.656,0
2,1051,0.0,0
2,1052,30.656,0
2,1053,30.656,0
2,1054,6.912,0
2,1055,6.912,0
2,1056,61.312,0
2,1057,30.656,0
2,1058,27.2,0
2,1059,3.456,0
2,1060,30.656,0
2,1061,30.656,0
2,1062,30.656,0
2,1063,30.656,1
2,1064,3.456,1
2,1065,3.456,1
2,1066,30.656,0
2,1067,30.656,0
2,1068,30.656,0
2,1069,30.656,0
2,1070,6.912,0
2,1071,6.912,0
2,1072,78.912,0
2,1073,87.552,0
2,1074,138.497,0
2,1075,10.368,0
2,1076,23.744,0
2,1077,6.912,0
2,1078,54.4,0
2,1079,6.912,0
2,1080,27.2,0
2,1081,10.368,0
2,1082,54.4,0
2,1083,30.656,0
2,1084,30.656,0
2,1085,6.912,0
2,1086,30.656,0
2,1087,30.656,0
2,1088,30.656,0
2,1089,6.912,0
2,1090,23.744,0
2,1091,6.912,0
2,1092,30.656,0
2,1093,6.912,0
2,1094,30.656,1
2,1095,30.656,1
2,1096,0.0,1
2,1097,6.912,0
2,1098,37.568,0
2,1099,54.4,0
2,1100,30.656,0
2,1101,6.912,0
2,1102,6.912,0
2,1103,54.4,0
2,1104,0.0,0
2,1105,30.656,0
2,1106,30.656,0
2,1107,37.568,0
2,1108,30.656,0
2,1109,6.912,0
2,1110,30.656,0
2,1111,30.656,0
2,1112,6.912,0
2,1113,87.552,0
2,1114,57.312,0
2,1115,30.240000000000002,0
2,1116,111.296,0
2,1117,30.656,0
2,1118,6.912,0
2,1119,30.656,0
2,1120,30.656,0
2,1121,23.744,0
2,1122,30.656,0
2,1123,6.912,0
2,1124,61.312,0
2,1125,30.656,1
2,1126,6.912,1
2,1127,26.336,1
2,1128,11.232,0
2,1129,23.744,0
2,1130,30.656,0
2,1131,30.656,0
2,1132,37.568,0
2,1133,30.656,0
2,1134,6.912,0
2,1135,6.912,0
2,1136,30.656,0
2,1137,27.2,0
2,1138,10.367999999999999,0
2,1139,30.656,0
2,1140,0.0,0
2,1141,30.656,0
2,1142,30.656,0
2,1143,27.2,0
2,1144,10.367999999999999,0
2,1145,30.656,0
2,1146,23.744,0
2,1147,6.912,0
2,1148,54.4,0
2,1149,13.824,0
2,1150,30.656,0
2,1151,30.656,0
2,1152,23.744,0
2,1153,34.112,0
2,1154,3.456,0
2,1155,6.912,0
2,1156,79.992,1
2,1157,198.849,1
2,1158,30.656,1
2,1159,6.912,0
2,1160,23.744,0
2,1161,30.656,0
2,1162,30.656,0
2,1163,33.248,0
2,1164,4.32,0
2,1165,6.912,0
2,1166,23.744,0
2,1167,30.656,0
2,1168,30.656,0
2,1169,30.656,0
2,1170,4.536,0
2,1171,30.656,0
2,1172,6.912,0
2,1173,30.656,0
2,1174,57.855999999999995,0
2,1175,10.367999999999999,0
2,1176,30.656,0
2,1177,0.0,0
2,1178,30.656,0
2,1179,30.656,0
2,1180,3.456,0
2,1181,10.367999999999999,0
2,1182,61.312,0
2,1183,30.656,0
2,1184,27.2,0
2,1185,3.456,0
2,1186,30.656,0
2,1187,30.656,1
2,1188,30.656,1
2,1189,30.656,1
2,1190,3.456,0
2,1191,3.456,0
2,1192,30.656,0
2,1193,30.656,0
2,1194,30.656,0
2,1195,30.656,0
2,1196,6.912,0
2,1197,0.0,0
2,1198,75.744,0
2,1199,87.552,0
2,1200,147.713,0
2,1201,4.32,0
2,1202,30.656,0
2,1203,6.912,0
2,1204,54.4,0
2,1205,0.0,0
2,1206,33.248,0
2,1207,4.32,0
2,1208,61.312,0
2,1209,30.656,0
2,1210,30.656,0
2,1211,6.912,0
2,1212,30.656,0
2,1213,30.656,0
2,1214,30.656,0
2,1215,6.912,0
2,1216,23.744,0
2,1217,6.912,0
2,1218,30.656,1
2,1219,6.912,1
2,1220,30.656,1
2,1221,30.656,0
2,1222,0.0,0
2,1223,6.912,0
2,1224,30.656,0
2,1225,61.312,0
2,1226,30.656,0
2,1227,6.912,0
2,1228,6.912,0
2,1229,54.4,0
2,1230,0.0,0
2,1231,30.656,0
2,1232,30.656,0
2,1233,37.568,0
2,1234,30.656,0
2,1235,6.912,0
2,1236,30.656,0
2,1237,30.656,0
2,1238,6.912,0
2,1239,87.552,0
2,1240,57.312,0
2,1241,30.240000000000002,0
2,1242,111.296,0
2,1243,30.656,0
2,1244,6.912,0
2,1245,30.656,0
2,1246,30.656,0
2,1247,23.744,0
2,1248,30.656,0
2,1249,6.912,1
2,1250,61.312,1
2,1251,30.656,1
2,1252,6.912,0
2,1253,23.744,0
2,1254,13.824,0
2,1255,23.744,0
2,1256,30.656,0
2,1257,30.656,0
2,1258,37.568,0
2,1259,30.656,0
2,1260,6.912,0
2,1261,6.912,0
2,1262,30.656,0
2,1263,27.2,0
2,1264,10.367999999999999,0
2,1265,30.656,0
2,1266,0.0,0
2,1267,30.656,0
2,1268,30.656,0
2,1269,27.2,0
2,1270,10.368,0
2,1271,30.656,0
2,1272,23.744,0
2,1273,6.912,0
2,1274,54.4,0
2,1275,13.824,0
2,1276,30.656,0
2,1277,30.656,0
2,1278,23.744,0
2,1279,34.112,0
2,1280,3.456,1
2,1281,6.912,1
2,1282,79.992,1
2,1283,198.849,0
2,1284,29.792,0
2,1285,7.776,0
2,1286,23.744,0
2,1287,30.656,0
2,1288,30.656,0
2,1289,30.656,0
2,1290,6.912,0
2,1291,6.912,0
2,1292,23.744,0
2,1293,30.656,0
2,1294,30.656,0
2,1295,30.656,0
2,1296,4.536,0
2,1297,30.656,0
2,1298,6.912,0
2,1299,30.656,0
2,1300,57.855999999999995,0
2,1301,10.367999999999999,0
2,1302,30.656,0
2,1303,0.0,0
2,1304,30.656,0
2,1305,30.656,0
2,1306,3.456,0
2,1307,10.367999999999999,0
2,1308,30.656,0
2,1309,61.312,0
