cell_id,slot_id,throughput_slot,loss_event,congestion_event
1,110,1578.9560000000001,0,0
1,111,3148.76,0,0
1,112,2869.206,0,0
1,113,1555.212,0,0
1,114,2906.069,0,0
1,115,2618.069,0,0
1,116,3385.306,0,0
1,117,3385.306,0,0
1,118,1055.944,0,0
1,119,2071.312,0,0
1,120,1320.906,0,0
1,121,1297.162,0,0
1,122,3191.7650000000003,0,0
1,123,6509.107,0,0
1,124,10.367999999999999,0,1
1,125,578095.056,1,0
1,126,1032.2,1,0
1,127,30.656,1,1
1,128,1062.856,1,0
1,129,1297.162,1,0
1,130,1062.856,1,0
1,131,1039.112,1,0
1,132,2113.9480000000003,1,0
1,133,3385.306,1,0
1,134,3145.688,1,0
1,135,1297.162,1,0
1,136,804.806,1,0
1,137,3385.306,1,0
1,138,1032.2,1,0
1,139,1585.868,1,0
1,140,27.2,1,1
1,141,34.112,1,1
1,142,30.656,1,1
1,143,30.656,1,1
1,144,6.912,1,1
1,145,30.656,1,1
1,146,0.0,1,1
1,147,39.672,1,1
1,148,87.552,1,1
1,149,182.273,1,1
1,150,6.912,0,1
1,151,30.656,1,1
1,152,30.656,1,0
1,153,30.656,1,0
1,154,30.656,1,0
1,155,6.912,1,1
1,156,6.912,1,1
1,157,23.744,1,0
1,158,30.656,0,0
1,159,30.656,0,0
1,160,30.656,0,0
1,161,4.536,0,1
1,162,30.656,0,0
1,163,0.0,0,1
1,164,30.656,1,0
1,165,30.656,1,0
1,166,37.568,1,0
1,167,30.656,0,0
1,168,6.912,0,1
1,169,6.912,0,1
1,170,54.4,0,0
1,171,0.0,0,1
1,172,6.912,0,1
1,173,30.656,0,0
1,174,61.312,0,0
1,175,30.656,0,0
1,176,6.912,0,1
1,177,6.912,0,1
1,178,30.656,0,0
1,179,30.656,0,0
1,180,30.656,0,0
1,181,27.2,0,0
1,182,3.456,0,1
1,183,6.912,0,1
1,184,30.656,0,0
1,185,30.656,0,0
1,186,30.656,0,0
1,187,29.792,0,0
1,188,0.864,0,1
1,189,6.912,0,1
1,190,109.152,0,0
1,191,192.353,0,0
1,192,6.912,0,1
1,193,6.912,0,1
1,194,23.744,0,0
1,195,37.568,1,0
1,196,23.744,1,0
1,197,30.656,1,0
1,198,6.912,0,1
1,199,61.312,0,0
1,200,30.656,0,0
1,201,6.912,0,1
1,202,27.2,0,0
1,203,10.367999999999999,0,1
1,204,30.656,0,0
1,205,30.656,0,0
1,206,30.656,0,0
1,207,0.0,0,1
1,208,27.2,0,0
1,209,10.367999999999999,0,1
1,210,30.656,0,0
1,211,6.912,0,1
1,212,30.656,0,0
1,213,23.744,0,0
1,214,6.912,0,1
1,215,30.656,0,0
1,216,37.568,0,0
1,217,30.656,0,0
1,218,29.792,0,0
1,219,0.864,0,1
1,220,37.568,0,0
1,221,23.744,0,0
1,222,6.912,0,1
1,223,30.656,0,0
1,224,37.568,0,0
1,225,30.656,0,0
1,226,30.656,1,0
1,227,23.744,1,0
1,228,30.656,1,0
1,229,6.912,0,1
1,230,47.232,0,0
1,231,87.552,0,0
1,232,16.992,0,0
1,233,94.304,0,0
1,234,70.976,0,0
1,235,6.912,0,1
1,236,30.656,0,0
1,237,30.656,0,0
1,238,30.656,0,0
1,239,6.912,0,1
1,240,30.656,0,0
1,241,37.568,0,0
1,242,30.656,0,0
1,243,30.656,0,0
1,244,23.744,0,0
1,245,6.912,0,1
1,246,30.656,0,0
1,247,6.912,0,1
1,248,30.656,0,0
1,249,30.656,0,0
1,250,37.568,0,0
1,251,30.656,0,0
1,252,0.0,0,1
1,253,30.656,0,0
1,254,30.656,0,0
1,255,6.912,0,1
1,256,30.656,0,0
1,257,6.912,1,1
1,258,23.744,1,0
1,259,30.656,1,0
1,260,30.656,0,0
1,261,6.912,0,1
1,262,30.656,0,0
1,263,30.656,0,0
1,264,0.0,0,1
1,265,37.568,0,0
1,266,27.2,0,0
1,267,34.112,0,0
1,268,30.656,0,0
1,269,30.656,0,0
1,270,6.912,0,1
1,271,30.656,0,0
1,272,0.0,0,1
1,273,39.672,0,0
1,274,87.552,0,0
1,275,182.273,0,0
1,276,6.912,0,1
1,277,30.656,0,0
1,278,30.656,0,0
1,279,30.656,0,0
1,280,30.656,0,0
1,281,6.912,0,1
1,282,6.912,0,1
1,283,23.744,0,0
1,284,30.656,0,0
1,285,30.656,0,0
1,286,6.912,0,1
1,287,28.28,0,0
1,288,6.912,1,1
1,289,23.744,1,0
1,290,30.656,1,0
1,291,30.656,0,0
1,292,37.568,0,0
1,293,30.656,0,0
1,294,6.912,0,1
1,295,6.912,0,1
1,296,54.4,0,0
1,297,0.0,0,1
1,298,6.912,0,1
1,299,30.656,0,0
1,300,61.312,0,0
1,301,30.656,0,0
1,302,6.912,0,1
1,303,6.912,0,1
1,304,30.656,0,0
1,305,30.656,0,0
1,306,30.656,0,0
1,307,27.2,0,0
1,308,2.592,0,1
1,309,7.776,0,1
1,310,30.656,0,0
1,311,30.656,0,0
1,312,30.656,0,0
1,313,27.2,0,0
1,314,3.456,0,1
1,315,6.912,0,1
1,316,99.072,0,0
1,317,202.433,0,0
1,318,6.912,0,1
1,319,6.912,1,1
1,320,23.744,1,0
1,321,37.568,1,0
1,322,23.744,0,0
1,323,30.656,0,0
1,324,6.912,0,1
1,325,37.568,0,0
1,326,30.656,0,0
1,327,30.656,0,0
1,328,27.2,0,0
1,329,10.368,0,1
1,330,30.656,0,0
1,331,30.656,0,0
1,332,30.656,0,0
1,333,0.0,0,1
1,334,27.2,0,0
1,335,10.368,0,1
1,336,30.656,0,0
1,337,0.0,0,1
1,338,30.656,0,0
1,339,30.656,0,0
1,340,6.912,0,1
1,341,30.656,0,0
1,342,37.568,0,0
1,343,30.656,0,0
1,344,29.792,0,0
1,345,0.864,0,1
1,346,30.656,0,0
1,347,30.656,0,0
1,348,6.912,0,1
1,349,30.656,0,0
1,350,37.568,1,0
1,351,30.656,1,0
1,352,30.656,1,0
1,353,23.744,0,0
1,354,30.656,0,0
1,355,6.912,0,1
1,356,47.232,0,0
1,357,87.552,0,0
1,358,16.992,0,0
1,359,94.304,0,0
1,360,70.976,0,0
1,361,6.912,0,1
1,362,30.656,0,0
1,363,30.656,0,0
1,364,30.656,0,0
1,365,6.912,0,1
1,366,29.792,0,0
1,367,7.776,0,1
1,368,61.312,0,0
1,369,30.656,0,0
1,370,23.744,0,0
1,371,6.912,0,1
1,372,30.656,0,0
1,373,6.912,0,1
1,374,30.656,0,0
1,375,30.656,0,0
1,376,30.656,0,0
1,377,30.656,0,0
1,378,6.912,0,1
1,379,30.656,0,0
1,380,30.656,0,0
1,381,6.912,1,1
1,382,30.656,1,0
1,383,6.912,1,1
1,384,23.744,0,0
1,385,30.656,0,0
1,386,30.656,0,0
1,387,6.912,0,1
1,388,30.656,0,0
1,389,30.656,0,0
1,390,0.0,0,1
1,391,30.656,0,0
1,392,34.112,0,0
1,393,34.112,0,0
1,394,30.656,0,0
1,395,30.656,0,0
1,396,6.912,0,1
1,397,30.656,0,0
1,398,0.0,0,1
1,399,39.672,0,0
1,400,87.552,0,0
1,401,182.273,0,0
1,402,6.912,0,1
1,403,6.912,0,1
1,404,30.656,0,0
1,405,30.656,0,0
1,406,30.656,0,0
1,407,30.656,0,0
1,408,6.912,0,1
1,409,0.0,0,1
1,410,30.656,0,0
1,411,30.656,0,0
1,412,30.656,1,0
1,413,28.28,1,0
1,414,6.912,1,1
1,415,23.744,0,0
1,416,30.656,0,0
1,417,30.656,0,0
1,418,37.568,0,0
1,419,30.656,0,0
1,420,6.912,0,1
1,421,0.0,0,1
1,422,37.568,0,0
1,423,23.744,0,0
1,424,6.912,0,1
1,425,30.656,0,0
1,426,61.312,0,0
1,427,30.656,0,0
1,428,6.912,0,1
1,429,6.912,0,1
1,430,30.656,0,0
1,431,30.656,0,0
1,432,30.656,0,0
1,433,27.2,0,0
1,434,0.0,0,1
1,435,10.367999999999999,0,1
1,436,30.656,0,0
1,437,30.656,0,0
1,438,30.656,0,0
1,439,27.2,0,0
1,440,3.456,0,1
1,441,6.912,0,1
1,442,88.992,0,0
1,443,188.769,1,0
1,444,30.656,1,0
1,445,6.912,1,1
1,446,23.744,0,0
1,447,37.568,0,0
1,448,23.744,0,0
1,449,6.912,0,1
1,450,30.656,0,0
1,451,37.568,0,0
1,452,30.656,0,0
1,453,30.656,0,0
1,454,26.336,0,0
1,455,4.32,0,1
1,456,30.656,0,0
1,457,30.656,0,0
1,458,30.656,0,0
1,459,6.912,0,1
1,460,26.336,0,0
1,461,4.32,0,1
1,462,30.656,0,0
1,463,6.912,0,1
1,464,30.656,0,0
1,465,30.656,0,0
1,466,3.456,0,1
1,467,10.367999999999999,0,1
1,468,61.312,0,0
1,469,30.656,0,0
1,470,27.2,0,0
1,471,3.456,0,1
1,472,30.656,0,0
1,473,30.656,0,0
1,474,6.912,1,1
1,475,30.656,1,0
1,476,37.568,1,0
1,477,30.656,0,0
1,478,30.656,0,0
1,479,23.744,0,0
1,480,30.656,0,0
1,481,6.912,0,1
1,482,37.152,0,0
1,483,87.55199999999999,0,0
1,484,27.072,0,0
1,485,84.224,0,0
1,486,81.056,0,0
1,487,6.912,0,1
1,488,30.656,0,0
1,489,30.656,0,0
1,490,30.656,0,0
1,491,0.0,0,1
1,492,34.112,0,0
1,493,10.367999999999999,0,1
1,494,54.4,0,0
1,495,30.656,0,0
1,496,30.656,0,0
1,497,6.912,0,1
1,498,30.656,0,0
1,499,0.0,0,1
1,500,30.656,0,0
1,501,30.656,0,0
1,502,37.568,0,0
1,503,30.656,0,0
1,504,6.912,0,1
1,505,30.656,1,0
1,506,30.656,1,0
1,507,6.912,1,1
1,508,30.656,0,0
1,509,6.912,0,1
1,510,23.744,0,0
1,511,30.656,0,0
1,512,30.656,0,0
1,513,6.912,0,1
1,514,30.656,0,0
1,515,30.656,0,0
1,516,0.0,0,1
1,517,30.656,0,0
1,518,33.248,0,0
1,519,34.976,0,0
1,520,30.656,0,0
1,521,30.656,0,0
1,522,6.912,0,1
1,523,30.656,0,0
1,524,0.0,0,1
1,525,37.152,0,0
1,526,79.992,0,0
1,527,192.353,0,0
1,528,6.912,0,1
1,529,6.912,0,1
1,530,30.656,0,0
1,531,30.656,0,0
1,532,30.656,0,0
1,533,30.656,0,0
1,534,6.912,0,1
1,535,0.0,0,1
1,536,30.656,1,0
1,537,30.656,1,0
1,538,30.656,1,0
1,539,27.416,0,0
1,540,7.776,0,1
1,541,23.744,0,0
1,542,30.656,0,0
1,543,30.656,0,0
1,544,37.568,0,0
1,545,30.656,0,0
1,546,6.912,0,1
1,547,0.0,0,1
1,548,37.568,0,0
1,549,23.744,0,0
1,550,6.912,0,1
1,551,30.656,0,0
1,552,61.312,0,0
1,553,30.656,0,0
1,554,6.912,1,1
1,555,6.912,1,1
1,556,30.656,1,0
1,557,30.656,1,0
1,558,30.656,1,0
1,559,27.2,1,0
1,560,0.0,1,1
1,561,10.367999999999999,1,1
1,562,30.656,1,0
1,563,30.656,1,0
1,564,30.656,1,0
1,565,27.2,1,0
1,566,3.456,1,1
1,567,6.912,1,1
1,568,78.912,1,0
1,569,198.84900000000002,1,0
1,570,30.656,1,0
1,571,6.912,1,1
1,572,23.744,1,0
1,573,37.568,1,0
1,574,23.744,1,0
1,575,6.912,1,1
1,576,30.656,1,0
1,577,37.568,1,0
1,578,30.656,1,0
1,579,30.656,1,0
1,580,23.744,1,0
1,581,6.912,1,1
1,582,30.656,1,0
1,583,30.656,1,0
1,584,30.656,0,0
1,585,6.912,1,1
1,586,23.744,1,0
1,587,6.912,1,1
1,588,30.656,1,0
1,589,6.912,1,1
1,590,30.656,1,0
1,591,30.656,1,0
1,592,3.456,1,1
1,593,10.367999999999999,1,1
1,594,61.312,1,0
1,595,30.656,1,0
1,596,27.2,1,0
1,597,3.456,1,1
1,598,30.656,1,0
1,599,30.656,1,0
1,600,6.912,1,1
1,601,30.656,1,0
1,602,27.2,1,0
1,603,41.024,1,0
1,604,30.656,1,0
1,605,23.744,0,0
1,606,30.656,0,0
1,607,6.912,0,1
1,608,27.072,0,0
1,609,87.552,0,0
1,610,37.152,0,0
1,611,74.144,0,0
1,612,91.136,0,0
1,613,6.912,0,1
1,614,30.656,0,0
1,615,30.656,0,0
1,616,30.656,0,0
1,617,0.0,0,1
1,618,34.112,0,0
1,619,10.367999999999999,0,1
1,620,54.4,1,0
1,621,30.656,1,0
1,622,30.656,1,0
1,623,6.048,1,1
1,624,31.52,1,0
1,625,0.0,1,1
1,626,30.656,1,0
1,627,30.656,1,0
1,628,37.568,1,0
1,629,30.656,1,0
1,630,6.912,1,1
1,631,30.656,1,0
1,632,30.656,1,0
1,633,6.912,1,1
1,634,30.656,1,0
1,635,6.912,1,1
1,636,23.744,1,0
1,637,30.656,1,0
1,638,30.656,1,0
1,639,6.912,1,1
1,640,6.912,1,1
1,641,30.656,1,0
1,642,23.744,1,0
1,643,30.656,1,0
1,644,30.656,1,0
1,645,37.568,1,0
1,646,30.656,0,0
1,647,30.656,1,0
1,648,6.912,1,1
1,649,30.656,1,0
1,650,0.0,1,1
1,651,27.072,1,0
1,652,79.992,1,0
1,653,202.433,1,0
1,654,6.912,1,1
1,655,6.912,1,1
1,656,30.656,1,0
1,657,30.656,1,0
1,658,30.656,1,0
1,659,29.792,1,0
1,660,7.776,1,1
1,661,0.0,1,1
1,662,30.656,1,0
1,663,30.656,1,0
1,664,30.656,1,0
1,665,27.2,1,0
1,666,7.992,1,1
1,667,23.744,1,0
1,668,30.656,1,0
1,669,30.656,1,0
1,670,37.568,1,0
1,671,30.656,1,0
1,672,6.912,1,1
1,673,0.0,1,1
1,674,37.568,1,0
1,675,668.869,1,0
1,676,523.0120000000001,1,0
1,677,30.656,0,0
1,678,3392.219,1,0
1,679,1707.981,1,0
1,680,289062.856,1,0
1,681,6.912,1,1
1,682,1062.856,0,0
1,683,1707.981,0,0
1,684,1707.981,0,0
1,685,1704.525,0,0
1,686,0.0,0,1
1,687,139.393,0,0
1,688,1062.856,0,0
1,689,1588.172,0,0
1,690,1572.044,0,0
1,691,1592.3000000000002,1,0
1,692,262.37,1,1
1,693,6.912,1,1
1,694,78.912,0,1
1,695,198.84900000000002,1,1
1,696,1191.017,1,0
1,697,7.776,1,1
1,698,281.794,1,1
1,699,1707.981,1,0
1,700,2095.056,1,0
1,701,781.062,1,0
1,702,1352.296,1,0
1,703,1328.6830000000002,1,0
1,704,1707.981,1,0
1,705,289578.956,1,0
1,706,1055.944,1,0
1,707,523.0120000000001,1,1
1,708,675.7810000000001,0,0
1,709,1707.981,1,0
1,710,1707.981,1,0
1,711,393.987,1,1
1,712,1197.871,1,0
1,713,523.0120000000001,1,1
1,714,675.7810000000001,1,0
1,715,1039.112,1,0
1,716,30.656,1,1
1,717,546.7560000000001,1,0
1,718,519.556,1,1
1,719,139.393,1,1
1,720,1449.931,1,0
1,721,3028.888,1,0
1,722,1704.525,1,0
1,723,132.481,1,1
1,724,6.912,1,1
1,725,2376.85,1,0
1,726,393.987,1,0
1,727,1611.21,1,0
1,728,1704.525,1,0
1,729,1066.3120000000001,0,0
1,730,1707.981,1,0
1,731,288933.83099999995,1,0
1,732,1707.981,1,0
1,733,910.087,1,0
1,734,16.992,1,1
1,735,87.55199999999999,1,1
1,736,47.232,1,1
1,737,64.06400000000001,1,1
1,738,359.266,1,1
1,739,790.278,0,0
1,740,159.681,1,1
1,741,1589.708,1,0
1,742,1594.412,1,0
1,743,61.824,1,1
1,744,154.304,1,1
1,745,13.824,0,1
1,746,54.4,0,1
1,747,30.656,0,1
1,748,30.656,0,1
1,749,3.456,0,1
1,750,34.111999999999995,0,1
1,751,0.0,0,1
1,752,30.656,0,0
1,753,30.656,1,0
1,754,37.568,1,0
1,755,30.656,1,0
1,756,6.912,1,1
1,757,6.912,1,1
1,758,30.656,1,0
1,759,30.656,1,0
1,760,6.912,1,1
1,761,30.656,1,0
1,762,0.0,1,1
1,763,30.656,1,0
1,764,30.656,1,0
1,765,1191.881,1,0
1,766,6.912,1,1
1,767,1578.9560000000001,1,0
1,768,668.869,1,0
1,769,1339.338,1,0
1,770,2095.056,0,0
1,771,811.7180000000001,1,0
1,772,1707.981,1,0
1,773,1426.1870000000001,1,0
1,774,926.9190000000001,1,0
1,775,1972.943,1,0
1,776,0.0,1,1
1,777,16.992,1,1
1,778,79.992,1,1
1,779,341.538,1,0
1,780,1039.112,1,0
1,781,6.912,1,1
1,782,1320.906,1,0
1,783,1707.981,1,0
1,784,1707.981,1,0
1,785,1575.5,1,0
1,786,10.367999999999999,1,1
1,787,0.0,1,1
1,788,1320.906,1,0
1,789,1588.172,1,0
1,790,1578.9560000000001,1,0
1,791,1704.525,1,0
1,792,7.992,1,1
1,793,539.844,1,0
1,794,1168.1370000000002,1,0
1,795,1879.182,1,0
1,796,2618.0690000000004,1,0
1,797,6.912,1,1
1,798,1449.931,1,0
1,799,258.05,1,1
1,800,37.568,1,1
1,801,668.869,0,0
1,802,523.0120000000001,1,1
1,803,6.912,1,1
1,804,3286.938,1,0
1,805,1707.981,0,0
1,806,289191.881,0,0
1,807,0.0,0,1
1,808,933.831,0,0
1,809,1707.981,0,0
1,810,1707.981,0,0
1,811,1710.573,0,0
1,812,129.889,0,1
1,813,132.481,0,1
1,814,933.831,0,0
1,815,1588.172,1,0
1,816,1578.9560000000001,1,0
1,817,1589.708,1,0
1,818,393.987,0,1
1,819,6.912,0,1
1,820,78.912,0,1
1,821,188.769,0,1
1,822,1198.505,0,0
1,823,10.367999999999999,0,1
1,824,152.769,0,1
1,825,1707.981,0,0
1,826,2224.081,0,0
1,827,652.037,0,0
1,828,1478.729,0,0
1,829,1202.25,0,0
1,830,1707.981,0,0
1,831,289578.956,0,0
1,832,1055.944,0,0
1,833,652.037,0,0
1,834,546.7560000000001,0,1
1,835,1707.981,0,0
1,836,1707.981,0,0
1,837,523.0120000000001,0,0
1,838,1068.846,0,0
1,839,652.037,0,0
1,840,546.7560000000001,0,0
1,841,1168.1370000000002,0,0
1,842,30.656,0,1
1,843,417.731,0,1
1,844,518.692,0,1
1,845,269.28200000000004,0,1
1,846,1320.906,1,0
1,847,2651.9280000000003,1,0
1,848,490.214,1,0
1,849,4.32,0,1
1,850,6.912,0,1
1,851,54.4,0,1
1,852,0.0,0,1
1,853,30.656,0,1
1,854,33.248,0,1
1,855,34.976,0,1
1,856,30.656,0,1
1,857,30.656,0,1
1,858,30.656,0,0
1,859,6.912,0,1
1,860,6.912,0,1
1,861,87.552,0,0
1,862,57.312,0,0
1,863,53.984,0,0
1,864,111.29599999999999,0,0
1,865,6.912,0,1
1,866,30.656,0,0
1,867,3148.76,0,0
1,868,3385.306,0,0
1,869,1032.2,0,0
1,870,3164.119,0,0
1,871,1297.1619999999998,0,0
1,872,4448.163,0,0
1,873,3385.306,0,0
1,874,2353.106,0,0
1,875,2325.906,0,0
1,876,291.26599999999996,0,0
1,877,1028.616,1,0
1,878,3116.504,1,0
1,879,3184.373,1,0
1,880,4682.469,0,0
1,881,802.1179999999999,0,1
1,882,576321.2980000001,0,0
1,883,6.912,0,1
1,884,30.656,0,1
1,885,2345.042,0,0
1,886,6.912,0,1
1,887,2087.888,0,0
1,888,1028.616,0,1
1,889,3142.219,0,0
1,890,3134.872,0,0
1,891,2601.332,0,0
1,892,7.776,0,1
1,893,2859.35,0,0
1,894,1566.6680000000001,0,0
1,895,2603.092,0,0
1,896,3938.2690000000002,0,0
1,897,1585.868,0,0
1,898,3385.306,0,0
1,899,2845.462,0,0
1,900,1830.094,0,0
1,901,4166.368,0,0
1,902,0.0,0,1
1,903,6.912,0,1
1,904,79.992,0,1
1,905,222.593,0,1
1,906,2329.362,0,0
1,907,6.912,0,1
1,908,2345.042,1,0
1,909,3373.658,1,0
1,910,3373.658,1,0
1,911,1055.816,0,0
1,912,10.367999999999999,0,1
1,913,0.0,0,1
1,914,2345.042,0,0
1,915,3134.872,0,0
1,916,3373.658,0,0
1,917,3120.216,0,0
1,918,266.04200000000003,0,1
1,919,1052.3600000000001,0,0
1,920,2064.144,0,0
1,921,3703.067,0,0
1,922,5456.619000000001,0,0
1,923,6.912,0,1
1,924,2869.206,0,0
1,925,516.1,0,1
1,926,37.568,0,1
1,927,1313.9940000000001,0,0
1,928,1039.112,0,0
1,929,6.912,0,1
1,930,6233.009,0,0
1,931,3383.514,0,0
1,932,373879.148,0,0
1,933,0.864,0,1
1,934,30.656,0,1
1,935,30.656,0,1
1,936,30.656,0,1
1,937,30.656,0,1
1,938,3.456,0,1
1,939,3.456,1,1
1,940,30.656,1,0
1,941,30.656,1,0
1,942,30.656,0,0
1,943,30.656,0,0
1,944,6.912,0,1
1,945,6.912,0,1
1,946,78.912,0,0
1,947,178.68900000000002,0,0
1,948,1208.585,0,0
1,949,10.367999999999999,0,1
1,950,23.744,0,0
1,951,1707.981,0,0
1,952,2353.1059999999998,0,0
1,953,523.0120000000001,0,0
1,954,1607.7540000000001,0,0
1,955,10.367999999999999,0,1
1,956,2770.838,0,0
1,957,1707.981,0,0
1,958,288926.919,0,0
1,959,781.062,0,0
1,960,417.731,0,0
1,961,1707.981,0,0
1,962,1707.981,0,0
1,963,652.037,0,0
1,964,939.821,0,0
1,965,781.062,0,0
1,966,417.731,0,1
1,967,1297.162,0,0
1,968,30.656,0,1
1,969,288.706,0,1
1,970,516.1,1,0
1,971,400.899,1,0
1,972,1191.881,1,0
1,973,3021.976,0,0
1,974,1707.981,0,0
1,975,393.987,0,1
1,976,6.912,0,1
1,977,2118.8,0,0
1,978,387.07500000000005,0,0
1,979,1611.21,0,0
1,980,1707.981,0,0
1,981,1069.768,0,0
1,982,1707.981,0,0
1,983,288933.831,0,0
1,984,1707.981,0,0
1,985,1168.137,0,0
1,986,6.912,0,1
1,987,87.552,0,1
1,988,57.312,0,1
1,989,53.984,0,1
1,990,111.29599999999999,0,1
1,991,1048.328,0,0
1,992,6.912,0,1
1,993,1589.708,0,0
1,994,1707.981,0,0
1,995,539.844,0,0
1,996,1468.363,0,0
1,997,781.062,0,0
1,998,2125.713,0,0
1,999,1707.981,0,0
1,1000,1320.906,0,0
1,1001,1035.656,1,0
1,1002,163.137,1,1
1,1003,645.125,1,0
1,1004,1449.931,0,0
1,1005,1611.21,0,0
1,1006,2489.044,0,0
1,1007,288.706,0,1
1,1008,289297.16199999995,0,0
1,1009,6.912,0,1
1,1010,30.656,0,1
1,1011,1191.881,0,0
1,1012,6.912,0,1
1,1013,1062.856,0,0
1,1014,387.07500000000005,0,1
1,1015,342.599,0,1
1,1016,61.568,0,1
1,1017,27.2,0,1
1,1018,10.367999999999999,0,1
1,1019,30.656,0,1
1,1020,23.744,0,1
1,1021,30.656,0,1
1,1022,30.656,0,1
1,1023,37.568,0,0
1,1024,30.656,0,0
1,1025,6.912,0,1
1,1026,23.744,0,0
1,1027,36.704,0,0
1,1028,0.864,0,1
1,1029,6.912,0,1
1,1030,79.992,0,0
1,1031,198.849,0,0
1,1032,30.656,1,0
1,1033,6.912,1,1
1,1034,30.656,1,0
1,1035,30.656,0,0
1,1036,30.656,0,0
1,1037,27.2,0,0
1,1038,10.368,0,1
1,1039,0.0,0,1
1,1040,30.656,0,0
1,1041,30.656,0,0
1,1042,30.656,0,0
1,1043,26.336,0,0
1,1044,1.944,0,1
1,1045,30.656,0,0
1,1046,6.912,0,1
1,1047,54.4,0,0
1,1048,36.704,0,0
1,1049,7.776,0,1
1,1050,30.656,0,0
1,1051,0.0,0,1
1,1052,30.656,0,0
1,1053,30.656,0,0
1,1054,6.912,0,1
1,1055,6.912,0,1
1,1056,61.312,0,0
1,1057,30.656,0,0
1,1058,27.2,0,0
1,1059,3.456,0,1
1,1060,30.656,0,0
1,1061,30.656,0,0
1,1062,30.656,0,0
1,1063,30.656,1,0
1,1064,3.456,1,1
1,1065,3.456,1,1
1,1066,30.656,0,0
1,1067,30.656,0,0
1,1068,30.656,0,0
1,1069,30.656,0,0
1,1070,6.912,0,1
1,1071,6.912,0,1
1,1072,78.912,0,0
1,1073,87.552,0,0
1,1074,138.497,0,0
1,1075,10.368,0,1
1,1076,23.744,0,0
1,1077,6.912,0,1
1,1078,54.4,0,0
1,1079,6.912,0,1
1,1080,27.2,0,0
1,1081,10.368,0,1
1,1082,54.4,0,0
1,1083,30.656,0,0
1,1084,30.656,0,0
1,1085,6.912,0,1
1,1086,30.656,0,0
1,1087,30.656,0,0
1,1088,30.656,0,0
1,1089,6.912,0,1
1,1090,23.744,0,0
1,1091,6.912,0,1
1,1092,30.656,0,0
1,1093,6.912,0,1
1,1094,30.656,1,0
1,1095,30.656,1,0
1,1096,0.0,1,1
1,1097,6.912,0,1
1,1098,37.568,0,0
1,1099,54.4,0,0
1,1100,30.656,0,0
1,1101,6.912,0,1
1,1102,6.912,0,1
1,1103,54.4,0,0
1,1104,0.0,0,1
1,1105,30.656,0,0
1,1106,30.656,0,0
1,1107,37.568,0,0
1,1108,30.656,0,0
1,1109,6.912,0,1
